9.8	「須菩提，於意云何，阿羅漢能作是念『我得阿羅漢道』不？」
9.9	須菩提言：「不也，世尊！何以故？實無有法名阿羅漢！世尊，若阿羅漢作是念『我得阿羅漢道』，即為著我、人、眾生、壽者。
9.10	世尊！佛說我得無諍三昧，人中最為第一，是第一離欲阿羅漢。我不作是念：『我是離欲阿羅漢』。
9.11	世尊，我若作是念『我得阿羅漢道』，世尊則不說『須菩提是樂阿蘭那行』者！以須菩提實無所行，而名須菩提是樂阿蘭那行！」
10.1	佛告須菩提：「於意云何，如來昔在然燈佛所，於法有所得不？」
10.2	「世尊，如來在然燈佛所，於法實無所得。」
10.3	「須菩提，於意云何，菩薩莊嚴佛土不？」
10.4	不也，世尊！何以故？莊嚴佛土者，則非莊嚴，是名莊嚴。
10.5	是故，須菩提，諸菩薩摩訶薩應如是生清淨心，不應住色生心，不應住聲、香、味、觸、法生心，應無所住而生其心。
10.6	「須菩提！譬如有人，身如須彌山王。於意云何，是身為大不？」
10.7	須菩提言：「甚大，世尊！何以故？佛說非身，是名大身。」
11.1	「須菩提，如恒河中所有沙數，如是沙等恒河，於意云何，是諸恒河沙寧為多不？」 
11.2	須菩提言：「甚多，世尊！但諸恒河尚多無數，何況其沙！」
11.3	「須菩提，我今實言告汝，若有善男子善女人，以七寶滿爾所恒河沙數三千大千世界，以用布施，得福多不？」
11.4	須菩提言：「甚多，世尊！」
11.5	佛告須菩提∶「若善男子善女人，於此經中乃至受持四句偈等，為他人說，而此福德勝前福德。
12.1	復次，須菩提，隨說是經乃至四句偈等，當知此處，一切世間天、人、阿修羅皆應供養，如佛塔廟。
12.2	何況有人，盡能受持、讀誦！
12.3	須菩提！當知是人成就最上第一希有之法！若是經典所在之處，則為有佛，若尊重弟子。」
13.1	爾時，須菩提白佛言：「世尊，當何名此經，我等云何奉持？」
13.2	佛告須菩提：「是經名為『金剛般若波羅』。以是名字，汝當奉持。所以者何？須菩提，佛說般若波羅蜜，則非般若波羅蜜。」
13.3	「須菩提，於意云何，如來有所說法不？」
13.4	須菩提白佛言：「世尊！如來無所說。」
13.5	「須菩提，於意云何，三千大千世界所有微塵，是為多不？」
13.6	須菩提言：「甚多，世尊！」
13.7	「須菩提，諸微塵如來說非微塵，是名微塵；如來說世界非世界，是名世界。」
13.8	「須菩提，於意云何，可以三十二相見如來不？」
13.9	「不也，世尊，不可以三十二相得見如來！何以故？如來說三十二相即是非相，是名三十二相。」
13.10	「須菩提，若有善男子善女人，以恒河沙等身命布施；若復有人，於此經中乃至受持四句偈等，為他人說，其福甚多。」
14.1	爾時，須菩提聞說是經，深解義趣，涕淚悲泣而白佛言：
14.2	「希有，世尊！佛說如是甚深經典！我從昔來所得慧眼，未曾得聞如是之經！
14.3	世尊，若復有人得聞是經，信心清淨，則生實相，當知是人成就第一希有功德！世尊！是實相者，則是非相，是故如來說名實相。
14.4	世尊，我今得聞如是經典，信解受持，不足為難。若當來世，後五百歲，其有眾生得聞是經，信解受持，是人則為第一希有！
14.5	何以故？此人無我相、人相、眾生相、壽者相。
14.6	所以者何？我相即是非相，人相、眾生相、壽者相，即是非相。
14.7	何以故？離一切諸相，則名諸佛。」佛告須菩提：
14.8	「如是、如是！若復有人得聞是經，不驚、不怖、不畏，當知是人甚為希有！
14.9	何以故？須菩提，如來說第一波羅蜜，非第一波羅蜜，是名第一波羅蜜。
14.10	須菩提，忍辱波羅蜜，如來說非忍辱波羅蜜。
14.11	何以故？須菩提，如我昔為歌利王割截身體。我於爾時，無我相、無人相、無眾生相、無壽者相。
14.12	何以故？我於往昔節節支解時，若有我相、人相、眾生相、壽者相，應生瞋恨。
14.13	須菩提！又念過去，於五百世作忍辱仙人。於爾所世，無我相、無人相、無眾生相、無壽者相。
14.14	是故，須菩提，菩薩應離一切相發阿耨多羅三藐三菩提心，不應住色生心，不應住聲、香、味、觸、法生心，應生無所住心。
14.15	若心有住，則為非住！是故佛說：『菩薩心不應住色布施。』
14.16	須菩提，菩薩為利益一切眾生，應如是布施。
14.17	如來說一切諸相即是非相；又說一切眾生則非眾生。
14.18	須菩提，如來是真語者、實語者、如語者、不誑語者、不異語者。
14.19	須菩提，如來所得法，此法無實無虛。
14.20	須菩提，若菩薩心住於法而行布施，如人入闇，則無所見；
14.21	若菩薩心不住法而行布施，如人有目日光明，照見種種色。
14.22	須菩提，當來之世，若有善男子、善女人能於此經受持、讀誦，則為如來以佛智慧，悉知是人、悉見是人，皆得成就無量無邊功德。
15.1	須菩提，若有善男子、善女人，初日分以恒河沙等身布施，中日分復以恒河沙等身布施，後日分亦以恒河沙等身布施，如是無量百千萬億劫以身布施；
15.2	若復有人聞此經典，信心不逆，其福勝彼。何況書寫、受持、讀誦、為人解說！
15.3	须菩提，以要言之，是经有不可思议、不可称量无边功德！
15.4	如來為發大乘者說、為發最上乘者說！
15.5	若有人能受持、讀誦、廣為人說，如來悉知是人、悉見是人！
15.6	皆得成就不可量、不可稱、無有邊、不可思議功德！如是人等，則為荷擔如來阿耨多羅三藐三菩提！
15.7	何以故？須菩提，若樂小法者，著我見、人見、眾生見、壽者見，則於此經不能聽受、讀誦、為人解說！
15.8	須菩提，在在處處若有此經，一切世間天、人、阿修羅所應供養！當知此處則為是塔。皆應恭敬，作禮圍繞，以諸華香而散其處！
16.1	復次，須菩提，善男子、善女人受持、讀誦此經，若為人輕賤，
16.2	是人先世罪業，應墮惡道，以今世人輕賤故，先世罪業則為消滅，當得阿耨多羅三藐三菩提！
16.3	須菩提，我念過去無量阿僧祇劫，於然燈佛前，得值八百四千萬億那由他諸佛，悉皆供養承事，無空過者！
16.4	若復有人於後末世能受持、讀誦此經，
16.5	所得功德於我所供養諸佛功德， 百分不及一，千萬億分、乃至算數譬喻所不能及！
16.6	須菩提，若善男子、善女人，於後末世，有受持、讀誦此經所得功德，我若具說者，或有人聞，心則狂亂、狐疑不信！
16.7	須菩提，當知是經義不可思議，果報亦不可思議！」
17.1	爾時，須菩提白佛言：「世尊，善男子、善女人發阿耨多羅三藐三菩提心，云何應住、云何降伏其心？」
17.2	佛告須菩提：「善男子、善女人，發阿耨多羅三藐三菩提者，當生如是心：『我應滅度一切眾生。滅度一切眾生已，而無有一眾生實滅度者。』
17.3	何以故？須菩提，若菩薩有我相、人相、眾生相、壽者相，則非菩薩！
17.4	所以者何？須菩提，實無有法，發阿耨多羅三藐三菩提者！」
17.5	「須菩提，於意云何，如來於然燈佛所，有法得阿耨多羅三藐三菩提不？」
17.6	「不也，世尊，如我解佛所說義，佛於然燈佛所，無有法得阿耨多羅三藐三菩提！」
17.7	佛言：「如是、如是！須菩提，實無有法，如來得阿耨多羅三藐三菩提！
17.8	須菩提，若有法如來得阿耨多羅三藐三菩提者，然燈佛則不與我受記：『汝於來世，當得作佛，號釋迦牟尼。』
17.9	以實無有法，得阿耨多羅三藐三菩提！是故，然燈佛與我受記，作是言：『汝於來世，當得作佛，號釋迦牟尼。』
17.10	何以故？如來者，即諸法如義！
17.11	若有人言『如來得阿耨多羅三藐三菩提』。須菩提，實無有法，佛得阿耨多羅三藐三菩提！
17.12	須菩提，如來所得阿耨多羅三藐三菩提，於是中，無實無虛。是故如來說一切法皆是佛法！
17.13	須菩提，所言一切法者，即非一切法，是故名一切法！」
17.14	「須菩提，譬如人身長大。」
17.15	須菩提言：「世尊，如來說人身長大，則為非大身，是名大身。」
17.16	「須菩提，菩薩亦如是！若作是言『我當滅度無量眾生』，則不名菩薩！
17.17	何以故？須菩提，實無有法，名為菩薩！」
17.18	（缺譯）
17.19	（缺譯）
17.20	是故佛說，『一切法無我、無人、無眾生、無壽者』。
17.21	須菩提，若菩薩作是言：『我當莊嚴佛土』，則不名菩薩！
17.22	何以故？如來說莊嚴佛土者，即非莊嚴，是名莊嚴。
17.23	須菩提，若菩薩通達無我法者，如來說名真是菩薩！」
18.1	「須菩提，於意云何，如來有肉眼不？」
18.2	「如是，世尊，如來有肉眼！」
18.3	「須菩提，於意云何，如來有天眼不？」
18.4	「如是，世尊！如來有天眼！」
18.5	「須菩提，於意云何，如來有慧眼不？」
18.6	「如是，世尊！如來有慧眼！」
18.7	「須菩提，於意云何，如來有法眼不？」
18.8	「如是，世尊！如來有法眼！」
18.9	「須菩提，於意云何，如來有佛眼不？」
18.10	「如是，世尊！如來有佛眼！」
18.11	「須菩提，於意云何，恒河中所有沙，佛說是沙不？」
18.12	「如是，世尊！如來說是沙！」
18.13	「須菩提，於意云何，如一恒河中所有沙，有如是等恒河，是諸恒河所有沙數佛世界，如是寧為多不？」
18.14	「甚多，世尊！」
18.15	佛告須菩提：「爾所國土中所有眾生若干種心，如來悉知。
18.16	何以故？如來說諸心皆為非心，是名為心！
18.17	所以者何？須菩提，過去心不可得、現在心不可得、未來心不可得！」
19.1	「須菩提，於意云何，若有人滿三千大千世界七寶以用布施，是人以是因緣得福多不？」
19.2	「如是，世尊！此人以是因緣得福甚多！」
19.3	（缺譯）
19.4	「須菩提，若福德有實，如來不說得福德多，以福德無故，如來說得福德多！」
20.1	「須菩提，於意云何，佛可以具足色身見不？」
20.2	「不也，世尊！如來不應以具足色身見！
20.3	何以故？如來說具足色身，即非具足色身，是名具足色身！」
20.4	「須菩提，於意云何，如來可以具足諸相見不？」
20.5	「不也，世尊！如來不應以具足諸相見！
20.6	何以故？如來說諸相具足，即非具足，是名諸相具足！」
21.1	（缺譯）
21.2	（缺譯）
21.3	「須菩提，汝勿謂如來作是念『我當有所說法』！莫作是念！何以故？若人言如來有所說法，即為謗佛！不能解我所說故！
21.4	須菩提，說法者，無法可說，是名說法！」
21.5	爾時，慧命須菩提白佛言：「世尊，頗有眾生，於未來世，聞說是法，生信心不？」
21.6	佛言：「須菩提，彼非眾生，非不眾生！
21.7	何以故？須菩提，眾生眾生者，如來說非眾生，是名眾生！」
22.1	(缺譯)
22.2	須菩提白佛言：「世尊，佛得阿耨多羅三藐三菩提，為無所得耶？」
22.3	「如是、如是！須菩提，我於阿耨多羅三藐三菩提，乃至無有少法可得，是名阿耨多羅三藐三菩提！
23.1	復次，須菩提，是法平等，無有高下，是名阿耨多羅三藐三菩提！
23.2	以無我、無人、無眾生、無壽者，修一切善法，則得阿耨多羅三藐三菩提！
23.3	須菩提，所言善法者，如來說非善法，是名善法！
24.1	須菩提，若三千大千世界中所有諸須彌山王，如是等七寶聚，有人持用布施；
24.2	若人以此般若波羅蜜經乃至四句偈等，受持、讀誦、為他人說，於前福德，百分不及一、百千萬億分、乃至算數譬喻所不能及！」
25.1	「須菩提，於意云何？汝等勿謂如來作是念『我當度眾生』！須菩提，莫作是念！
25.2	何以故？實無有眾生如來度者，若有眾生如來度者，如來則有我、人、眾生、壽者！
25.3	須菩提，如來說有我者，則非有我，而凡夫之人，以為有我！
25.4	須菩提，凡夫者，如來說則非凡夫！」
26.1	「須菩提，於意云何，可以三十二相觀如來不？」
26.2	須菩提言：「如是、如是，以三十二相觀如來。」
26.3	佛言：「須菩提，若以三十二相觀如來者，轉輪聖王則是如來。」
26.4	須菩提白佛言：「世尊，如我解佛所說義，不應以三十二相觀如來。」
26.5	爾時，世尊而說偈言：
26.6	「若以色見我、以音聲求我，是人行邪道，不能見如來。
26.6	(缺譯)
27.1	「須菩提，汝若作是念『如來不以具足相故，得阿耨多羅三藐三菩提』。
27.2	須菩提，莫作是念！如來不以具足相故，得阿耨多羅三藐三菩提！
27.3	須菩提，若作是念『發阿耨多羅三藐三菩提者，說諸法斷滅相』，莫作是念！
27.4	何以故？發阿耨多羅三藐三菩提心者，於法不說斷滅相！
28.1	須菩提，若菩薩以滿恒河沙等世界七寶布施；
28.2	若復有人知一切法無我，得成於忍，此菩薩勝前菩薩所得功德！
28.3	須菩提，以諸菩薩不受福德故。」
28.4	須菩提白佛言：「世尊，云何菩薩不受福德？」
28.5	「須菩提，菩薩所作福德不應貪著，是故說不受福德。
29.1	須菩提，若有人言『如來若來、若去、若坐、若臥』，是人不解我所說義！
29.2	何以故？如來者，無所從來，亦無所去，故名如來！
30.1	須菩提，若善男子、善女人，以三千大千世界碎為微塵。於意云何，是微塵眾寧為多不？」
30.2	「甚多，世尊！
30.3	何以故？若是微塵眾實有者，佛則不說是微塵眾！
30.4	所以者何？佛說微塵眾，則非微塵眾，是名微塵眾！
30.5	世尊，如來所說三千大千世界，則非世界，是名世界！
30.6	何以故？若世界實有者，則是一合相！如來說一合相，則非一合相，是名一合相！」
30.7	「須菩提，一合相者，則是不可說，但凡夫之人，貪著其事！
31.1	須菩提，若人言，『佛說我見、人見、眾生見、壽者見。』須菩提，於意云何，是人解我所說義不？」
31.2	「世尊，是人不解如來所說義！
31.3	何以故？世尊說我見、人見、眾生見、壽者見，即非我見、人見、眾生見、壽者見，是名我見、人見、眾生見、壽者見！」
31.4	「須菩提，發阿耨多羅三藐三菩提心者，於一切法，應如是知、如是見、如是信解，不生法相！
31.5	須菩提，所言法相者，如來說即非法相，是名法相！
32.1	須菩提，若有人以滿無量阿僧祇世界七寶持用布施；
32.2	若有善男子善女人發菩薩心者，持於此經乃至四句偈等，受持、讀誦、為人演說，其福勝彼！
32.3	云何為人演說？不取於相，如如不動！
32.4	何以故？一切有為法，如夢幻泡影，如露亦如電，應作如是觀！」
32.5	佛說是經已，長老須菩提及諸比丘、比丘尼、優婆塞、優婆夷，一切世間天、人、阿修羅，聞佛所說，皆大歡喜，信受奉行。
